Non-Grammar,Full
"`` JJ NNS VBP PRP VB RB , `` NNP VBD . ","`` JJ NNS VBP PRP VB RB , `` NNP VBD . "
`` PRP VBP JJ RB RB VB NN JJ NN NN . `` ,`` PRP VBP TO VB RB CC RB IN IN PRP VBP RB VB DT NN CC JJ NN IN DT NN . `` 
"JJ NN NN JJ CD , NN VBD NNP CD . ","JJ NN NN VBD VBN IN CD , IN NN VBN IN NNP CD . "
"NNP NNS VBD NNP , CD NNS RB . ","NNP NNS VBP VBN NNP , RB TO CD NNS RB . "
"NNP NN NNS CD CD VBN NN NN CD NNS RB , NN NNS VBD . ","NNP NN NNS CD CC CD VBP VBN IN JJ NN CC RB TO CD NNS RB , NN NNS VBD . "
"DT NN NN NN NN VBG NN NNS NN RB NNP , CD NN VBD NN NN VBD RB . ","DT NN NN CC NN NN VBP VBG DT NN IN NNS VBG RB IN NN , CC CD NN VBD DT NN NN VBD VBN RB . "
"DT NNS RB NNP POS NNS NNP CD , NNS VBD . ","DT NNS VBP JJ IN IN NNP POS JJ NNS IN NNP CD , NNS VBD . "
"NNP NNP NNP VBD NNP NNP , NN '' JJ JJS NN JJ NN , VBP VB NN NN VBD NN NN MD VB . ","NNP NNP NNP VBD IN NNP IN NNP , IN DT NN POS JJ JJ JJS NN IN JJ NN , MD VB PRP$ NN NN NN CC PRP VBD NN IN DT NN MD VB DT . "
NNP VBD NN VBG NN JJ NN NN NNS VBP : NNS . ,NNP VBD IN DT NN VBD VBG TO VB JJ NN IN VBG RP NNS IN NN : NNS . 
"PRP VBD NNS RB NNP NNP NNP NN NN NN NN , NN MD RB VB NNP , NNP NNP JJ NNS VBP NN . ","PRP VBD NNS VBD RB VBN TO NNP NNP CC NNP TO VB JJ NN IN DT NN , IN DT NN MD RB VB NNP , NNP CC DT JJ JJ NNS TO VB NN . "
NNS VBP JJ NN VBD JJ NN IN NN NN NN . ,NNS VBP DT JJ NN VBZ VBN DT JJ NN IN NN IN NN VBZ VBN VBG . 
"NNS VBP JJ NN NNP CD NNP CD VBD CD , CD NNS , JJ CD . CD JJ NN NNP , CC CD . CD NN NN NN VBN RB , JJS NN NN VBD . ","NNS IN NN IN DT NN IN NN IN NNP CD CC NNP CD VBD CD , CD NNS , JJ CD . CD JJ NN NNP , CC CD . CD NN NN IN NN VBN RB , DT JJS NN NN VBD . "
"NN NN NN CD VBD CD , CD NNS CD NNS , VBN CD . CD CD NN . ","NN IN NN IN NN CD VBD TO RB CD , CD NNS IN CD NNS , VBN IN CD . CD CD NN . "
NNP NN NN CD NNS CD NNS . ,JJ NN IN DT NN VBZ RB CD NNS CC CD NNS . 
"NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNS VBD NNP . NNP . NNP NNP VBD NNP NNP NNP NN CD , CD NNS JJ NN CD NNP . NNP . NNP JJ NNP NNP NNP NNP NNP . ","NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNS VBD DT NNP . NNP . NNP IN NNP VBD DT NNP NNP NNP NN IN CD , CD NNS IN JJ NN IN CD NNP . NNP . NNP DT NN NNP CC NNP IN NNP NNP TO NNP . "
PRP VBD JJ NNP CD CD NN . ,PRP VBD DT NN VBD IN NNP CD TO CD NN . 
NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS NNP CC NN : NNP . NNP NNP ( NNP ) VBD VB JJ JJ NN NN NN NNP NNP NN CD NN NN . ,NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS NNP CC NN : NNP . NNP NNP ( NNP ) VBD PRP MD VB DT JJ JJ NN NN NN IN DT NNP NNP IN DT NN IN RB CD NNS NN . 
"DT NN , VBN NNP NN , VBD CD NN NNP CD NN JJ NNP . NNP . NNP NNP CC NN : NNP NNP NN . ","DT NN , TO VB VBN IN DT NNP NN , MD VB VBN CD NN IN NNP CC CD NN IN DT JJ NNP . NNP . NNP CC NNP CC NN : NNP NNP NN . "
PRP VBD CD NNS JJ NNP NNP NNP . ,PRP VBZ VBN CD JJ NN IN DT NNP NNP IN NNP . 
"NNP , NNP VBD NN PRP VBD JJ : NN NN , JJ NN NN NN , VBN VBP CD , CD NNS NN JJ NN NN IN : CD . ","NNP , NNP VBD IN DT NN PRP VBD DT JJ : NN NN , IN DT JJ NN NN NN , VBZ VBN TO VB IN CD , CD NNS IN NN IN PRP$ JJ NN IN NN IN FW : CD . "
"JJ NN NN CD , CD NNS . ","JJ NN NN MD VB RB CD , CD NNS . "
"NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NN : NNP . NNP NNP JJ NN NN NNP POS JJ NN NN NN NNP NNP NNP , JJ NNS VBD . ","NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NN : NNP . NNP NNP VBZ JJ TO VB PRP$ NN IN NNP POS NNS RBS JJ NN IN DT NN IN PRP$ NN IN DT NNP NNP NNP , JJ NNS VBD . "
"NNP : VBN NNP , VBZ IN CD . CD CD NNS , VBD NNP NNP , JJ , VBG NN VBD CD . CD CD NNS JJ NNS , NNP . ","NNP : VBN NNP , IN NNS IN IN CD . CD CD NNS , VBD IN NNP NNP , DT JJ , VBG NN IN DT VBN CD . CD CD NNS IN JJ NNS , IN NNP . "
"CC IN JJ : , NNP NNP NNP NNP VBD NNP JJ NN RB VB NN . ","CC IN DT NN : RB , NNP NNP NNP NNP VBD NNP PRP VBZ JJ PRP$ NN MD RB VB PRP$ NN . "
"`` PRP '' RP NN RB NN IN CD NNS , `` NNP VBD NN . ","`` PRP '' JJ VB RB IN NN IN JJ NN IN CD NNS , `` NNP VBD IN DT NN . "
"PRP VBD NN RB VB NNP POS NN NN , RB VBP NNP POS NN NN NNP JJ NN RB JJ . ","PRP VBD IN IN DT NN MD RB VB NNP POS JJ NN CC NN , PRP MD RB VB NNP POS NN NN NN IN DT NNP JJ NN WRB PRP VBZ VBN RB JJ . "
CC JJ NNS VBD IN RB JJ NN . ,CC JJ NNS VBP VBN IN IN CC WRB RB DT NN MD VB RP . 
DT VBD NNP MD VB RB NNP NNP VBP JJR NN '' JJ NNS . ,DT VBD NNP MD VB VBN RB JJ IN NNP NNP IN NN IN DT JJR NN '' JJ JJ NNS . 
NNS VBP NN NN JJ VBG JJ NN NN NN . ,NNS VBP DT NN VBD JJR NN JJ IN VBG DT JJ NN NN IN NN . 
DT NNS VBD NN JJ . ,DT NNS VBD DT NN VBD JJ . 
"PRP VBD RB , VBD JJ NNS NN VBD JJ NN , VBD NN NNS . ","PRP VBZ VBN RB , VBD DT JJ NNS NN CC VBD RP IN JJ NN , CC PRP VBD DT NN IN DT IN DT NNS . "
`` PRP '' VBD JJ NNS VBD NN NN . ,`` PRP '' NN VBD JJ NNS TO VB NN IN NN . 
"RB '' RB VBZ , `` VBD NNP NNP NNP JJ NN NNP NNP . ","RB PRP '' RBR RB IN IN PRP$ NNS , `` VBD NNP NNP NNP JJ NN NNP NNP . "
"IN NNP POS NNS NNS VBN VBP RBR NNP . NNP . NNPS NN VBG NN JJ NN NN NNP , NNP NNP . NNP JJ NNP VBD NN CD NN NN CD . CD NN VBD NN NN , NN JJS , NNP NNP NNP VBZ NN NNS , NN NN . ","IN NNP POS NN NNS VBP NNS VBN IN PRP$ NN TO VB NNP . NNP . NNPS NN IN VBG DT NN IN NNP NN NN NNP , NNP CC NNP . NNP JJ NNP VBD TO VB CD NNS NN IN DT CD . CD NN VBD NN IN DT NN , CC IN DT NN VBG IN JJS , DT NNP NNP NNP VBZ VBN PRP TO VB NNS , CC VB DT NN PRP VBP IN DT JJ . "
"`` DT NN : RB VBD JJ NN NNP NN NNP VBD , `` VBD CD NN . ","`` DT NN : RB VBZ RB VBN IN IN DT JJ NN IN DT NNP VBD JJR IN NNP VBD , `` VBD CD NN . "
CC NNP VBD VB NN NN . ,CC NNP VBD DT NN MD VB RP IN NN . 
`` NNP . NNP . ,`` NNP . NNP . 
"NNS VBP IN JJ , JJ NNS . ","NNS MD VB IN DT JJ NN CC IN RB , PRP MD VB JJ NNS . "
"PRP VBP CD CD NNS , JJ NN , `` NNP VBD . ","PRP RB VBP TO VB CD CC CD NNS , RB IN DT JJ NN , `` NNP VBD . "
NNP RB JJ NN JJ NNS NNS NN NN . ,NNP VBZ RB JJ TO VB JJ IN JJ NNS IN DT NNS NN IN NN . 
"NN CD NNPS NNP NNP , NNP POS NN NNP . NNP . NNP : NNP NNP , VBZ JJ NN NN . ","NN CD IN DT NNPS CC NNP NNP , NNP POS JJ NN IN DT NNP . NNP . NNP : NNP NNP , VBZ JJ IN NN NN . "
CC NNS CD VBG NNP VBD NNS NN VBP JJ NNS . ,CC DT NNS IN DT CD VBP VBG CC NNP VBD PRP VBZ JJ NN MD VB JJ NNS . 
"`` PRP VBP VB JJ NN NNS , `` NNP VBD . ","`` PRP VBP TO VB JJ NN NNS , `` NNP VBD . "
"`` IN NNS NNS VBN , NNS VBP NN VBN . ","`` IN DT NNS DT MD VB NNS VBN , IN DT NNS VBP NN VBN . "
DT '' NN NN VBP . `` ,DT '' VBZ DT NN IN NN PRP VBP . `` 
"IN NNS VBP , NNP NNP JJ NNS NN JJ NN NN VBG VBG NNS NNP NNPS NNP NNP , VBZ CD NN NN , NNP VBD . ","IN JJ NNS VBP , NNP MD VB IN JJ JJ NNS NN IN JJ NN NN NN CC VBG NNS IN NNP NNPS NNP NNP , IN WDT PRP VBZ DT CD NN NN , NNP VBD . "
"PRP VBD NNP RB JJ VBG NNS NN NNP NNP NN NN , NNP FW NNP . ","PRP VBD NNP VBZ RB JJ IN VBG DT NNS NN RB IN PRP$ NNP JJ NN NN , NNP FW NNP . "
"DT NNP NNP VBD JJ NNS NNS NNS NNP . NNP . JJ NNS RB , VBG JJ NN NNS VBP JJ NNS NN VBZ JJR CD NN . ","DT NNP NNP VBZ VBN TO VB NNS TO NNS NNS IN NNP . NNP . JJ NNS RB , VBG DT JJ NN IN NNS IN JJ JJ NNS IN WDT DT NN VBZ DT JJR IN CD NN . "
CC NNP JJ NN RB JJ NN NNP NN . ,CC NNP VBZ JJ TO VB RB IN DT JJ NN IN DT NNP NN . 
`` PRP '' VBP VBP NNS . ,`` PRP VBP '' NN VBP TO VB NNS . 
"PRP VBP VBN CD CD NNS , `` VBD . ","PRP VBP DT MD VB VBN IN CD CC CD NNS , `` PRP VBD . "
"IN NN NNS , NNP RB VBG NN NN NNS JJ NN NNS VB VBG NN JJ NN , VBD . ","IN JJ NN NNS , NNP VBZ RB VBG TO VB VBG TO NNS CC JJ CC JJ NNS TO VB VBG NN IN JJ NN , PRP VBD . "
"DT NNS VBD NNP NN NN NN VBG JJ NNS , VBG NN VBG NNP NNP . ","DT NNS VBD NNP MD VB TO VB DT NN IN NN TO VBG PRP$ RBS JJ NNS , VBG DT NN IN VBG NNP NNP . "
"`` PRP '' ( NNP ) NN NNS , `` VBD NNP POS NNP . ","`` PRP '' NN ( NNP ) VBN VBN IN PRP$ NNS , `` VBD NNP POS NN NNP . "
"`` IN , '' NN VBG VBG RB . ","`` IN DT , PRP '' VBZ DT NN IN VBG CC VBG RB . "
PRP JJ NN VBP NN RB RB . `` ,PRP MD VB DT JJ NN IN PRP VBP IN DT NN VBZ JJ CC JJ . `` 
"NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP VBD JJ NN NN VBD NNP NNP NNP ( NNP ) , VBD JJ NN JJ . ","NNP NNP NNP NNP NNP NNP NNP NNP CC NNP NNP NNP VBD JJ NN IN DT NN IN DT JJ NNP NNP NNP ( NNP ) , CC VBD DT JJ NN VBD RB JJ . "
"VBN NNS VBP NN NNP VBD NN VBN NN , NNP VBD NNP JJ RB NN NNP . ","VBN IN NNS TO VB PRP$ NN IN NNP IN WDT PRP VBD DT NN MD VB VBN TO VB , NNP VBD NNP VBD JJ TO VB NN IN DT NNP . "
"`` PRP VBP JJ JJ NN , `` VBD . ","`` PRP MD VB NN IN DT JJ NN , `` PRP VBD . "
`` CC JJ NN VBP JJ . `` ,`` CC DT JJ NN PRP VBP TO VB JJ . `` 
DT JJ NNP NN NN NNP IN CD : NNS NN NNS VBP NN . ,DT JJ NNP MD VB IN DT NN IN NNP IN DT CD : NNS NN IN NNS VBP IN DT NN . 
"NNP NNP CD . CD NNP NNP NNP NNP DT NNP VBD NNS CD . CD CD NNS NN '' NN CD : NN NNS VBP NN VBN NN CD . CD NN , JJ NN NN VBD . ","NNP NNP CD . CD NNP NNP NNP NNP DT NNP VBD NNS IN CD . CD CD NNS IN NN POS NN NN IN DT CD : NN NNS VBP NN IN DT JJ NN IN CD . CD NN , DT JJ NN NN VBD . "
"NNS , VBD JJ CD . CD CD NNS NN , VBN NNS VBN NN MD VB RP NNS VBN NNP CD . ","NNS , WDT NN IN DT JJ CD . CD CD NNS NN , MD VB VBN IN DT NNS VBN NN CC MD VB RP NNS VBN IN NNP CD . "
"DT CD . CD CD NNS VBP NN NN RBR NN VBZ , NNP RB VBG JJ CD . CD CD NNS NN NN POS NN . ","DT CD . CD CD NNS MD VB IN DT NN NN IN DT JJR NN VBZ , IN DT NNP VBZ RB VBG DT JJ CD . CD CD NNS IN DT NN IN NN POS JJ NN . "
"DT NNP NN VBD NN NNS VBP NNS VBP VBG NN NN , VBN NN JJ NN NN NN . ","DT NNP NN VBD IN NN TO NNS IN DT NN IN NNS VBD RB VB DT NN IN NN NN , CC VBD TO VB VBN IN DT NN IN JJ NN IN DT NN NN . "
"NNS VBD JJ CD . CD CD NNS NNP RB CD NNS NN , RB JJ JJ NNP NN NN VBD CD CD NNS . ","NNS VBD DT JJ CD . CD CD NNS IN DT NNP IN DT JJ CD NNS IN DT NN , RB JJ IN DT JJ NNP NN NN NN IN CD CD NNS . "
"DT NNP NN VBD NN CD . CD CD NNS , VBG CD . CD CD , NNS VBN VBD JJ NN . ","DT NNP NN VBD IN IN VBG RB CD . CD CD NNS , IN DT VBG CD . CD CD , NNS PRP VBD VBN PRP VBD PRP VBD NN IN NN . "
"NNS VBD NNP VBD JJ JJ NN VBG NN , MD VB JJ NN NN NN , JJ JJ : NN JJ VBG NN NN NNS . ","NNS VBD DT NNP VBZ JJ TO VB RB JJ NN VBG IN DT NN , IN DT MD VB DT NN IN DT NN NN NN , PRP$ JJ JJ : NN NN IN VBG NN NN NNS . "
CD NNS JJ NN IN CD NNS . ,CD JJ NNS VBP JJ DT NN IN DT JJ CD NNS . 
"DT NNP RB VBG VB NN CD . CD CD . CD NN , IN JJ : NN NNS IN NN JJ , NNS VBD . ","DT NNP VBZ RB VBG VB NN IN CD . CD CC CD . CD NN , IN JJ : NN NNS IN DT NN VBP JJ , NNS VBD . "
"NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNPS NNP CC NN : NNP . NNP NNP NNP NNP NNP NNP NNP CC NN : NNP . NNP NNP RB VBG NNS VBP : NN VBD NN NN , NNP NN VBD . ","NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNPS NNP CC NN : NNP . NNP NNP CC NNP NNP NNP CC NNP NNP CC NN : NNP . NNP NN VBP RB VBG NNS IN DT NN : RP NN IN DT JJ NN NN , DT NNP NN VBD . "
"NNP , NNP POS JJS NN NN , VBD VBN JJ NN NN NNS . ","NNP , DT NNPS POS JJS NN NN , VBD PRP VBD VBN VBN IN JJ NN NN NNS . "
"PRP VBD JJ NN CD . CD NN JJ NN VBG NNP CD , VBN JJ NN CD . CD CD CD . ","PRP VBD DT JJ NN IN CD . CD JJ NN IN DT NN VBG NNP CD , VBN IN DT JJ NN IN CD . CD CD IN CD . "
DT NN VBD JJ NN NNS VBD : NN NNS JJ NN NNP VBD JJ NN CD . ,DT NN VBD PRP VBD VBN JJ TO VB PRP$ NNS IN PRP$ JJ : RP NN NNS IN DT JJ NN IN NNP VBD IN DT JJ NN IN CD . 
NNP VBD NNS VBG NN NNP NN '' VBG NN NNS VBG NN NN . ,NNP VBD NNS VBD VBG IN DT NN IN NNP IN DT NN POS NN VBG NN NNS CC PRP$ NN IN DT NN NN . 
"DT NN VBG VBD CD NNS NNP JJ NN VBD NNP MD VB NNP POS JJ NNS CD NN NN , VBD NN NN NN . ","DT NN IN VBG VBN IN DT CD NNS IN NNP JJ NN VBD NNP MD VB NNP POS JJ NNS IN CD NN NN , TO VB VBN IN DT NN NN IN NN . "
NNP VBD CD NNS RB VBG NN NN NNP NN NN NN NN NN NN POS NN NNS JJ NN NNP . ,NNP VBD DT CD NNS VBD RB VBG NN NN IN NNP CC DT NN IN DT NN NN IN JJ NN CC NN IN DT NN POS NN NN NNS IN DT JJ NN IN NNP . 
"NNP NNP , JJ NN CC NN : NNP NNP NNP NNP NNP NNP NNP , VBD NNP NNP NN NNS `` RB JJ . `` ","NNP NNP , JJ NN IN CC NN : NNP NNP NNP NNP NNP IN NNP NNP , VBD NNPS DT NNP NN IN DT NNS VBD `` RB JJ . `` "
NNS VBD NNP NNP RB VBG JJ NNS NNPS VBP NNS . ,NNS VBD NNP NNP VBD RB VBG JJ NNS IN DT NNPS CC VBD RB VB NNS . 
"IN NN , NNP VBD NN NN : NNP NNP CD JJ NNS NNP VBD RB NN VBD , VBG NN '' NN JJS CD . ","IN PRP$ NN , NNP VBD NN IN DT NN : NNP NNP CD JJ NNS IN NNP VBD VBN VBN CC DT NN NN VBD VBN , VBG DT NN POS JJ NN IN JJS IN CD . "
"NNP NNP NNP NNP NNP NNP NNP NNP POS JJ NN VBD CD . CD NN RB NN CD CD NN , NNP POS NNP VBD . ","NNP NNP NNP NNP NNP NNP NNP NNP POS JJ JJ NN VBD CD . CD NN IN DT JJ NN IN CD IN DT JJ CD NN , DT NNP POS JJ NNP VBD . "
"PRP$ JJ NN VBD NN NN , VBZ VB CD JJ JJ CD , `` RB JJ `` NN JJ NN CD JJ NN . ","PRP$ JJ NN VBD DT NN NN , WDT VBZ IN DT NN IN CD NNS IN DT NN IN CD , VBD `` RB JJ `` CC DT NN IN DT JJ NN IN CD VBD IN DT JJ NN . "
NNP NN VBD CD . CD NN RB NN CD . ,NNP NN VBD CD . CD NN IN DT JJ NN IN CD . 
PRP VBD NNP POS JJ NN NN JJ NN NN NN VBP NN . ,PRP VBD NNP POS JJ JJ NN DT NN VBZ VBN JJ CC NN NN CC NN VBP JJ NN . 
PRP VBD NNS . ,PRP VBD DT JJ NNS . 
"NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP . NNP POS NNP NNP , VBD NNP . NNP . ","NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP . NNP POS JJ NNP NNP , VBN IN NNP . NNP . "
"NNS NNP VBP NN NNS NN , VB NNP . NNP . NNS NNS RB NN NN MD VB VBG NNP . NNP . NNP NNS NNP , JJ NN NN VBD . ","NNS IN NNP VB PRP$ NN NNS NN , MD VB NNP . NNP . NNS IN NNS RB DT NN IN NN MD VB VBG NNP . NNP . NN NNS TO NNP , DT JJ NN NN VBD . "
"`` NNS NNP . NNP . MD VB JJ JJ NNS VBZ NNS , `` NN , VBD VBN , VBD . ","`` NNS IN DT NNP . NNP . MD VB JJ TO JJ NNS NNS IN JJ NNS , `` DT NN , WP VBD TO VB VBN , VBD . "
"`` NNP JJS NN NNP . NNP . NN NNS JJ NNP . NNP . TO VB NNP VB NN NN NN , `` VBD . ","`` NNP VBZ DT JJS NN IN NNP . NNP . NN NNS CC PRP VBZ RB JJ IN DT NNP . NNP . TO VB NNP VB PRP$ NN NN NN , `` PRP VBD . "
NNP NNP NNP NNP VBD NNP . NNP . ,NNP NNP NNP NNP VBZ VBD IN DT NNP . NNP . 
"NNS NNP VBP VBN NN NN RB JJ NN NN , NN NN VBD JJ JJ NNS . ","NNS NNP VB PRP$ JJ NN NN PRP MD RB VB PRP$ NN NN , WRB NN CC NN VBP VBN TO VB JJ NNS . "
"NNP NNP MD VB JJ NNS JJ NNP . NNP . , PRP VBD . ","NNP CC NNP MD RB VB PRP$ JJ NNS IN PRP VBP RBR JJ IN DT NNP . NNP . , PRP VBD . "
"SYM : NNS MD RB VB NNS , NN NNS VBD . ","SYM : NNS MD RB VB JJ NNS , NN NNS VBD . "
"NNP . NNP . NNP NNP NNP NNP , JJ NN NNP VBZ NNP CD : CD , VBD IN NNP VBP NN NN NN NNP . NNP . ","NNP . NNP . NNP NNP NNP NNP , WP VBZ JJ TO VB NNP IN NNS IN NNP CD : CD , VBZ VBD PRP MD VB NNP TO VB DT NN IN PRP$ NN NN TO NNP . NNP . "
NNS VBP NNS NNP . NNP . ,NNS CC VB NNS IN NNP . NNP . 
NNP NN NNS . ,NNP CC NN NNS . 
JJ NNS RB VBG NNP . NNP . NNP NN . ,JJ NNS VBP RB VBG IN DT NNP . NNP . NNP NN RB . 
"NNP , JJS NN NN NNP , VBG NN NNS RB VBP CD : NN NN NN IN NNP CD . ","NNP , DT JJS NN NN TO NNP , VBZ VBN VBG TO VB NNS RB TO DT NN IN DT CD : NN NN NN IN NNP CD . "
"NNS NNP . NNP . NNP VBD JJ VBD NNS NNP NNP NNP , JJ NN NNS NNP VBD NN RB NN , IN NNP . NNP . NNP VBP JJS NN . ","NNS IN NNP . NNP . NNP VBP VBN JJ TO VBD NNS IN NNP CC NNP NNP , IN JJ JJ NNS IN NNP VBP VBN TO VB RB DT NN , IN DT NNP . NNP . NNP VBP DT JJS NN . "
"NNP . NNP . NNP NNS RB VBP NNP VBZ NN NNS , IN NNP VBZ RB RB JJ NNS , RB NNP . NNP . , JJ NNS VBD . ","NNP . NNP . NNP NNS MD RB VB IN NNP VBZ RP PRP$ NN NNS , IN NNP VBZ RB RB IN NN NNS , RB IN DT NNP . NNP . , JJ NNS VBD . "
DT NN NNP . NNP . ,DT NN IN DT NNP . NNP . 
NN VBD JJ NNP IN NNP NNP NNP NNP VBD NNP JJ VBP CD JJS VBZ NNP . NNP . ,NN VBD JJ NNP WRB IN NNP IN NNP NNP NNP VBD NNP VBZ DT JJ TO VB CD IN DT JJS NNS TO NNP . NNP . 
"JJ NNS , NN NN RB VBG CD CD JJ JJ NN . ","JJ NNS , IN DT NN NN RB VBG DT CD CD NN IN JJ NN . "
"DT NNP . NNP . NNP RB VBD NNP NNP NNP NNP VBP NN JJ NN VBZ CD NN NNS , VBG NN NNS , NNS NN , NN NN , NN NN , NNS , VBD NN NNS JJ NNS . ","DT NNP . NNP . NNP RB VBD DT NNP NNP IN NNP CC NNP TO VB DT NN IN JJ NN NNS IN CD JJ NN NNS , VBG NN NNS , NNS CC NN , NN NN , NN CC NN , NNS , VBD NN NNS CC JJ NNS . "
"TO VB VB JJ NN NNS NNP . NNP . , NNP POS JJ NN NN NNP VBD NN VB JJ NN NNS JJ NNS . ","TO VB VB JJ NN NNS IN DT NNP . NNP . , NNP POS JJ JJ NN NN NNP VBZ VBN DT NN TO VB JJ NN NNS IN JJ NNS . "
"CC NNP NNP NNP VBD JJ NN , JJ NN NN VBD JJ NN VBN JJ NN NN JJ NN . ","CC NNP NNP NNP VBZ VBN RP DT JJ NN , CC DT JJ NN NN VBD DT NN NN MD RB VB DT NN IN NN NN IN DT JJ NN . "
"`` NNP JJS NN NNP . NNP . NN NNS , NNS VBD NN , `` NN VBD . ","`` NNP VBZ DT JJS NN IN NNP . NNP . NN NNS , CC DT NNS MD RB VB VBN IN DT JJ NN , `` DT NN VBD . "
NNP NNP NNP : IN : CD NNP NNP NNP NNP NNP CC NN : NNP . NNP NNP VBD NNS VBP CD : : CD NNS NN NN NN NNS VBD NNP CD . ,NNP NNP NNP : IN : CD NNP NNP NNP NNP NNP CC NN : NNP . NNP NNP VBD PRP VBZ TO VB DT CD : IN : CD NNS NN IN IN PRP$ NN NN TO NNS VBN NNP CD . 
"NNS VBD JJ NN NN VBD NN CD NN NNS CD NNS JJ NN NNP CD , VBD NN . ","NNS MD VB VBN TO VB DT NN CC DT NN IN JJ NN TO CD NNS NNS IN CD NN IN DT JJ NN IN NNP CD , PRP VBD IN DT NN . "
DT JJ NNS JJ NNS VBD NNP CD . ,DT JJ NNS MD VB IN NNS VBN IN NNP CD . 
"NNP , NNP . NNP . NNP . ","NNP , IN WDT NNP . NNP . NNP . "
"NNP NNP CC NN : NNP . NNP NNP VBZ CD JJ NN , VBD VBP NN JJS JJ NN NN CD NNS NN VBN NN . ","NNP NNP CC NN : NNP . NNP NNP VBZ DT CD NN NN , VBD PRP VBZ RB VB TO VB PRP$ JJS JJ NN NN IN CD NNS DT NN IN DT JJ NN . "
NN CD NNP NNP NNP CD . CD NNP NNP NNP CD . CD JJ CD . CD NNP CD . CD JJ CD . CD VBG CD . CD JJ CD . CD NN CD . CD CD NNS RB CD . CD CD JJ NN CD . CD JJ NN CD . CD JJ NNP CD . CD JJ NN CD . CD JJ NNP NN NNP NNP NNP CC NN : NNP . NNP JJ NN NN CD . CD JJ NN CD . CD JJ NN NN VBZ : NN VBN NNS CD . CD JJ NN CD . CD NN NNP NNS CD . CD JJ NN CD . CD JJ NNP NN NNS CD . CD JJ NN CD . CD JJ NNP NN CD . CD JJ NN CD . CD JJ NNP NNS CD . CD JJ NN JJ CD . CD JJ NN JJ NNS CD . CD NN NN NN CD . CD JJ NN ,NN CD NNP NNP NNP CD . CD NNP NNP NNP CD . CD JJ CD . CD NNP CD . CD JJ CD . CD VBG CD . CD JJ CD . CD NN CD . CD CD NNS RB CD . CD CD JJ NN CD . CD JJ NN CD . CD JJ NNP CD . CD JJ NN CD . CD JJ NNP NN VBZ NNP NNPS NNP CC NN : NNP . NNP JJ NN NN CD . CD JJ NN CD . CD JJ NN NN VBZ : NN CC VBN NNS CD . CD JJ NN CD . CD NN NNP CC NNS CD . CD JJ NN CD . CD JJ NNP CC NN NNS CD . CD JJ NN CD . CD JJ NNP NN CD . CD JJ NN CD . CD JJ NNP NNS CD . CD JJ NN JJ CD . CD JJ NN JJ NNS CD . CD NN NN NN CD . CD JJ NN 
NNP . NNP . NNP NNP NNP NNP NNP CD NNP NNP DT NNP NNP VBD JJ NN RB CD NN JJ NN NN NN . ,NNP . NNP . NNP NNP NNP NNP NNP CD NNP NNP DT NNP IN NNP VBD PRP VBD DT NN IN IN CD NN NN IN DT NN NN NN . 
"IN JJ NNS VBG NN , NNS VBG JJ NNS VBP : NN NNS VBP CD NN NN , NNS VBP NN VB IN CD NN . ","IN DT JJ NNS VBG NN , NNS VBG IN JJ NNS CC DT NN : RB IN NN NNS MD VB DT CD NNS RB , IN NNS IN NN IN DT NN MD VB RB CD NN . "
"IN NN , NN NN NN NNS POS NNS VBP VBP IN CD NN NN . ","IN NN , DT NN IN NN NN CC NNS POS NNS IN NN MD DT VB IN CD NN NN . "
"RB VBG NNS , JJ NNS VBP CD NNS JJ NN NN . ","RB VBG DT NNS , VBP NNS MD VB DT CD NNS NN TO DT NN NN . "
"NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN NN VBG JJ NN VBD VBG NNS JJ , NNP NNP NNP NNP NNP : NN VBD . ","NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN NN NN VBZ VBG RB RB CC DT NN VBZ VBN VBG NNS TO VB PRP RP , NNP NNP NNP NNP NNP : NN VBD . "
"PRP VBD NN NN NN VBD NN NN , VB VBG JJ NN JJ NNS RB VBP NN VB JJ `` JJ NN . `` ","PRP VBD DT NN NN DT NN VBD TO VB NN , VB RP DT NN IN DT JJ NN TO JJ NNS CC RB VB PRP$ NN TO VB DT NN `` IN DT JJ NN . `` "
CC VBD NN MD VB RB JJ JJ NN NN . ,CC PRP VBD DT NN MD RB VB DT NN TO VB RB JJ IN DT JJ NN IN NN . 
NNP NNP NN NNP NN . ,NNP NNP VBZ VBN IN NN IN NNP TO VB DT NN . 
DT NNP . NNP . ,DT NNP . NNP . 
